Row,Lake_ID,Site Name,date set,datesample,datetimeset,datetimesample,Sample_ID,Fish_ID,Crew,Gear,gear_code,Effort,Effort_units,Fish_Num,Species,SpeciesFull,Length_mm,Weight_g,GonadWeight_g,Tag Apply,Tag Recapture,Clip_apply,Clip_recap,tag_clip_type,Sex,Mort.,Removed,Diet,Otolith,Gonad,Left_eye,Tissue,UseCPUE?,Fresh_frozen,Comments,MetaID,2nd Length,2nd weight,net_location
2698,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_100,"NC, KR",FN,fykenet_survey,16.5,trap_hours,100,PKS,,124,44.3,0.4449,,,,,,M,,1,,1,1,1,,yes,frozen,,GonadSurvey.20130509,,,
2700,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_102,"NC, KR",FN,fykenet_survey,16.5,trap_hours,102,PKS,,119,41.3,0.4879,,,,,,M,,1,,1,1,1,,yes,frozen,,GonadSurvey.20130509,,,
2701,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_103,"NC, KR",FN,fykenet_survey,16.5,trap_hours,103,PKS,,132,55.5,0.4422,,,,,,M,,1,,1,1,1,,yes,frozen,,GonadSurvey.20130509,,,
2705,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_107,"NC, KR",FN,fykenet_survey,16.5,trap_hours,107,PKS,,103,22.4,0.0388,,,,,,M,,1,,1,1,1,,yes,frozen,,GonadSurvey.20130509,,,
2710,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_112,"NC, KR",FN,fykenet_survey,16.5,trap_hours,112,PKS,,118,42.3,6.4484,,,,,,F,,1,,1,1,1,,yes,frozen,1/2 gonad saved,GonadSurvey.20130509,,,
2711,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_113,"NC, KR",FN,fykenet_survey,16.5,trap_hours,113,PKS,,130,55.2,0.4355,,,,,,M,,1,,1,1,1,,yes,frozen,,GonadSurvey.20130509,,,
2715,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_117,"NC, KR",FN,fykenet_survey,16.5,trap_hours,117,PKS,,108,27.6,2.3565,,,,,,F,,1,,1,1,1,,yes,frozen,1/2 gonad saved,GonadSurvey.20130509,,,
2719,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_121,"NC, KR",FN,fykenet_survey,16.5,trap_hours,121,PKS,,95,18.5,0.399,,,,,,F,,1,,1,1,1,,yes,frozen,,GonadSurvey.20130509,,,
2721,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_123,"NC, KR",FN,fykenet_survey,16.5,trap_hours,123,PKS,,110,30.5,0.3103,,,,,,M,,1,,1,1,1,,yes,frozen,,GonadSurvey.20130509,,,
2722,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_124,"NC, KR",FN,fykenet_survey,16.5,trap_hours,124,PKS,,113,34.3,3.6392,,,,,,F,,1,,1,1,1,,yes,frozen,1/2 gonad saved,GonadSurvey.20130509,,,
2723,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_125,"NC, KR",FN,fykenet_survey,16.5,trap_hours,125,PKS,,92,18.2,0.0901,,,,,,M,,1,,1,1,1,,yes,frozen,only 1 otolith,GonadSurvey.20130509,,,
2725,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_127,"NC, KR",FN,fykenet_survey,16.5,trap_hours,127,PKS,,86,12.9,0.0862,,,,,,M,,1,,1,1,1,,yes,frozen,,GonadSurvey.20130509,,,
2732,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_134,"NC, KR",FN,fykenet_survey,16.5,trap_hours,134,PKS,,132,58.5,0.7816,,,,,,M,,1,,1,1,1,,yes,frozen,only 1 otolith,GonadSurvey.20130509,,,
2733,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_135,"NC, KR",FN,fykenet_survey,16.5,trap_hours,135,PKS,,116,41.3,4.1455,,,,,,F,,1,,1,1,1,,yes,frozen,1/2 gonad saved,GonadSurvey.20130509,,,
2736,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_138,"NC, KR",FN,fykenet_survey,16.5,trap_hours,138,PKS,,127,52.6,4.7291,,,,,,F,,1,,1,1,1,,yes,frozen,1/2 gonad saved,GonadSurvey.20130509,,,
2738,BI,FN2.BI,2013-06-12,2013-06-13,2013-06-12 17:15,2013-06-13 09:45,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509,BI_FN2.BI_20130613_0945_FN_GonadSurvey.20130509_140,"NC, KR",FN,fykenet_survey,16.5,trap_hours,140,PKS,,132,65.4,0.654,,,,,,M,,1,,1,1,1,,yes,frozen,,GonadSurvey.20130509,,,
2875,BA,FN3.BA,2013-06-13,2013-06-14,2013-06-13 17:00,2013-06-14 10:30,BA_FN3.BA_20130614_1030_FN_GonadSurvey.20130509,BA_FN3.BA_20130614_1030_FN_GonadSurvey.20130509_001,"NC, KR",FN,fykenet_survey,17.5,trap_hours,001,PKS,,123,,,,,,,,,,,,,,,,yes,,,GonadSurvey.20130509,,,
2882,BA,FN3.BA,2013-06-13,2013-06-14,2013-06-13 17:00,2013-06-14 10:30,BA_FN3.BA_20130614_1030_FN_GonadSurvey.20130509,BA_FN3.BA_20130614_1030_FN_GonadSurvey.20130509_008,"NC, KR",FN,fykenet_survey,17.5,trap_hours,008,PKS,,163,91,,,,,,,,,,,,,,,yes,,,GonadSurvey.20130509,,,
9,TF,FN1.TF_creek,2013-05-07,2013-05-08,2013-05-07 17:00,2013-05-08 10:00,TF_FN1.TF_creek_20130508_1000_FN_GonadSurvey.20130509,TF_FN1.TF_creek_20130508_1000_FN_GonadSurvey.20130509_009,"NC, KR, BW",FN,fykenet_survey,17,trap_hours,009,PMK,pumpkinseed,152,75.6,,,,,,,,,1,,,,,,,fresh,Took 2 eyes for comparison,GonadSurvey.20130509,,,
58,BA,FN3.BA_dock,2013-05-10,2013-05-11,2013-05-10 16:30,2013-05-11 10:30,BA_FN3.BA_dock_20130511_1030_FN_GonadSurvey.20130509,BA_FN3.BA_dock_20130511_1030_FN_GonadSurvey.20130509_006,"NC, KR",FN,fykenet_survey,18,trap_hours,006,PMK,,125,,,,,,,,,,,,,,,,no - arm of net failed,,,GonadSurvey.20130509,,,
66,BA,FN3.BA_dock,2013-05-10,2013-05-11,2013-05-10 16:30,2013-05-11 10:30,BA_FN3.BA_dock_20130511_1030_FN_GonadSurvey.20130509,BA_FN3.BA_dock_20130511_1030_FN_GonadSurvey.20130509_014,"NC, KR",FN,fykenet_survey,18,trap_hours,014,PMK,,185,,,,,,,,,,,,,,,,no - arm of net failed,,,GonadSurvey.20130509,,,
67,BA,FN3.BA_dock,2013-05-10,2013-05-11,2013-05-10 16:30,2013-05-11 10:30,BA_FN3.BA_dock_20130511_1030_FN_GonadSurvey.20130509,BA_FN3.BA_dock_20130511_1030_FN_GonadSurvey.20130509_015,"NC, KR",FN,fykenet_survey,18,trap_hours,015,PMK,,174,,,,,,,,,,,,,,,,no - arm of net failed,,,GonadSurvey.20130509,,,
86,BA,FN4.BA_dock,2013-05-10,2013-05-11,2013-05-10 17:00,2013-05-11 11:00,BA_FN4.BA_dock_20130511_1100_FN_GonadSurvey.20130509,BA_FN4.BA_dock_20130511_1100_FN_GonadSurvey.20130509_001,"NC, KR",FN,fykenet_survey,18,trap_hours,001,PMK,,152,,,,,,,,,,,,,,,,yes,,,GonadSurvey.20130509,,,
87,BA,FN4.BA_dock,2013-05-10,2013-05-11,2013-05-10 17:00,2013-05-11 11:00,BA_FN4.BA_dock_20130511_1100_FN_GonadSurvey.20130509,BA_FN4.BA_dock_20130511_1100_FN_GonadSurvey.20130509_002,"NC, KR",FN,fykenet_survey,18,trap_hours,002,PMK,,115,,,,,,,,,,,,,,,,yes,,,GonadSurvey.20130509,,,
105,BA,FN4.BA_dock,2013-05-10,2013-05-11,2013-05-10 17:00,2013-05-11 11:00,BA_FN4.BA_dock_20130511_1100_FN_GonadSurvey.20130509,BA_FN4.BA_dock_20130511_1100_FN_GonadSurvey.20130509_020,"NC, KR",FN,fykenet_survey,18,trap_hours,020,PMK,,179,,,,,,,,,,,,,,,,yes,,,GonadSurvey.20130509,,,
114,BA,FN4.BA_dock,2013-05-10,2013-05-11,2013-05-10 17:00,2013-05-11 11:00,BA_FN4.BA_dock_20130511_1100_FN_GonadSurvey.20130509,BA_FN4.BA_dock_20130511_1100_FN_GonadSurvey.20130509_029,"NC, KR",FN,fykenet_survey,18,trap_hours,029,PMK,,214,,,,,,,,,,1,,,,,,yes,frozen,,GonadSurvey.20130509,,,
127,BA,FN4.BA_dock,2013-05-10,2013-05-11,2013-05-10 17:00,2013-05-11 11:00,BA_FN4.BA_dock_20130511_1100_FN_GonadSurvey.20130509,BA_FN4.BA_dock_20130511_1100_FN_GonadSurvey.20130509_042,"NC, KR",FN,fykenet_survey,18,trap_hours,042,PMK,,121,,,,,,,,,,1,,,,,,yes,frozen,,GonadSurvey.20130509,,,
128,BA,FN4.BA_dock,2013-05-10,2013-05-11,2013-05-10 17:00,2013-05-11 11:00,BA_FN4.BA_dock_20130511_1100_FN_GonadSurvey.20130509,BA_FN4.BA_dock_20130511_1100_FN_GonadSurvey.20130509_043,"NC, KR",FN,fykenet_survey,18,trap_hours,043,PMK,,105,,,,,,,,,,1,,,,,,yes,frozen,,GonadSurvey.20130509,,,
129,BA,FN4.BA_dock,2013-05-10,2013-05-11,2013-05-10 17:00,2013-05-11 11:00,BA_FN4.BA_dock_20130511_1100_FN_GonadSurvey.20130509,BA_FN4.BA_dock_20130511_1100_FN_GonadSurvey.20130509_044,"NC, KR",FN,fykenet_survey,18,trap_hours,044,PMK,,128,,,,,,,,,,1,,,,,,yes,frozen,,GonadSurvey.20130509,,,
49,TF,FN1.TF_creek,2013-05-07,2013-05-08,2013-05-07 17:00,2013-05-08 10:00,TF_FN1.TF_creek_20130508_1000_FN_GonadSurvey.20130509,TF_FN1.TF_creek_20130508_1000_FN_GonadSurvey.20130509_049,"NC, KR, BW",FN,fykenet_survey,17,trap_hours,049,RKB,rock_bass,,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,
50,TF,FN1.TF_creek,2013-05-07,2013-05-08,2013-05-07 17:00,2013-05-08 10:00,TF_FN1.TF_creek_20130508_1000_FN_GonadSurvey.20130509,TF_FN1.TF_creek_20130508_1000_FN_GonadSurvey.20130509_050,"NC, KR, BW",FN,fykenet_survey,17,trap_hours,050,RKB,rock_bass,,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,
51,TF,FN1.TF_creek,2013-05-07,2013-05-08,2013-05-07 17:00,2013-05-08 10:00,TF_FN1.TF_creek_20130508_1000_FN_GonadSurvey.20130509,TF_FN1.TF_creek_20130508_1000_FN_GonadSurvey.20130509_051,"NC, KR, BW",FN,fykenet_survey,17,trap_hours,051,RKB,rock_bass,,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,
52,TF,FN1.TF_creek,2013-05-07,2013-05-08,2013-05-07 17:00,2013-05-08 10:00,TF_FN1.TF_creek_20130508_1000_FN_GonadSurvey.20130509,TF_FN1.TF_creek_20130508_1000_FN_GonadSurvey.20130509_052,"NC, KR, BW",FN,fykenet_survey,17,trap_hours,052,RKB,rock_bass,,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,
452,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_001,"NC, KR",FN,fykenet_survey,16.5,trap_hours,001,RKB,,115,,,,,,,,,,,,,,,,,,stormy weather - may not be best for CPUE,GonadSurvey.20130509,,,north_shore
453,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_002,"NC, KR",FN,fykenet_survey,16.5,trap_hours,002,RKB,,95,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
454,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_003,"NC, KR",FN,fykenet_survey,16.5,trap_hours,003,RKB,,94,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
456,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_005,"NC, KR",FN,fykenet_survey,16.5,trap_hours,005,RKB,,95,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
459,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_008,"NC, KR",FN,fykenet_survey,16.5,trap_hours,008,RKB,,93,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
461,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_010,"NC, KR",FN,fykenet_survey,16.5,trap_hours,010,RKB,,105,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
462,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_011,"NC, KR",FN,fykenet_survey,16.5,trap_hours,011,RKB,,85,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
463,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_012,"NC, KR",FN,fykenet_survey,16.5,trap_hours,012,RKB,,85,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
464,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_013,"NC, KR",FN,fykenet_survey,16.5,trap_hours,013,RKB,,92,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
465,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_014,"NC, KR",FN,fykenet_survey,16.5,trap_hours,014,RKB,,140,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
466,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_015,"NC, KR",FN,fykenet_survey,16.5,trap_hours,015,RKB,,50,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
472,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_021,"NC, KR",FN,fykenet_survey,16.5,trap_hours,021,RKB,,90,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
473,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_022,"NC, KR",FN,fykenet_survey,16.5,trap_hours,022,RKB,,90,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
474,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_023,"NC, KR",FN,fykenet_survey,16.5,trap_hours,023,RKB,,85,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
475,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_024,"NC, KR",FN,fykenet_survey,16.5,trap_hours,024,RKB,,86,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
485,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_034,"NC, KR",FN,fykenet_survey,16.5,trap_hours,034,RKB,,,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
486,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_035,"NC, KR",FN,fykenet_survey,16.5,trap_hours,035,RKB,,,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
487,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_036,"NC, KR",FN,fykenet_survey,16.5,trap_hours,036,RKB,,,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
488,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_037,"NC, KR",FN,fykenet_survey,16.5,trap_hours,037,RKB,,,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
489,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_038,"NC, KR",FN,fykenet_survey,16.5,trap_hours,038,RKB,,,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
490,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_039,"NC, KR",FN,fykenet_survey,16.5,trap_hours,039,RKB,,,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
491,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_040,"NC, KR",FN,fykenet_survey,16.5,trap_hours,040,RKB,,,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
492,BV,FN3.BV,2013-05-20,2013-05-21,2013-05-20 17:30,2013-05-21 10:00,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509,BV_FN3.BV_20130521_1000_FN_GonadSurvey.20130509_041,"NC, KR",FN,fykenet_survey,16.5,trap_hours,041,RKB,,,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_shore
518,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_005,"NC, KR",FN,fykenet_survey,17,trap_hours,005,RKB,,230,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_west_shore
519,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_006,"NC, KR",FN,fykenet_survey,17,trap_hours,006,RKB,,201,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_west_shore
520,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_007,"NC, KR",FN,fykenet_survey,17,trap_hours,007,RKB,,225,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_west_shore
524,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_011,"NC, KR",FN,fykenet_survey,17,trap_hours,011,RKB,,234,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_west_shore
525,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_012,"NC, KR",FN,fykenet_survey,17,trap_hours,012,RKB,,225,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_west_shore
527,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_014,"NC, KR",FN,fykenet_survey,17,trap_hours,014,RKB,,210,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_west_shore
528,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_015,"NC, KR",FN,fykenet_survey,17,trap_hours,015,RKB,,223,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_west_shore
529,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_016,"NC, KR",FN,fykenet_survey,17,trap_hours,016,RKB,,205,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_west_shore
531,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_018,"NC, KR",FN,fykenet_survey,17,trap_hours,018,RKB,,240,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_west_shore
538,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_025,"NC, KR",FN,fykenet_survey,17,trap_hours,025,RKB,,145,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_west_shore
568,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_055,"NC, KR",FN,fykenet_survey,17,trap_hours,055,RKB,,,,,,,,,,,,,,,,,,,,small,GonadSurvey.20130509,,,north_west_shore
569,BV,FN1.BV,2013-05-20,2013-05-21,2013-05-20 18:00,2013-05-21 10:45,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509,BV_FN1.BV_20130521_1045_FN_GonadSurvey.20130509_056,"NC, KR",FN,fykenet_survey,17,trap_hours,056,RKB,,,,,,,,,,,,,,,,,,,,small,GonadSurvey.20130509,,,north_west_shore
638,ER,FN2.ER,2013-05-20,2013-05-21,2013-05-20 17:00,2013-05-21 12:00,ER_FN2.ER_20130521_1200_FN_GonadSurvey.20130509,ER_FN2.ER_20130521_1200_FN_GonadSurvey.20130509_004,"NC, KR",FN,fykenet_survey,19,trap_hours,004,RKB,,180,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_west_shore
639,ER,FN2.ER,2013-05-20,2013-05-21,2013-05-20 17:00,2013-05-21 12:00,ER_FN2.ER_20130521_1200_FN_GonadSurvey.20130509,ER_FN2.ER_20130521_1200_FN_GonadSurvey.20130509_005,"NC, KR",FN,fykenet_survey,19,trap_hours,005,RKB,,185,,,,,,,,,,,,,,,,,,,GonadSurvey.20130509,,,north_west_shore
